,team name_home,season_home,home_team_goal,away_team_goal,avg_total_goals
69,Liverpool,2015/2016,1.736842105263158,1.5789473684210527,1.6578947368421053
70,Manchester City,2008/2009,2.1052631578947367,0.9473684210526315,1.526315789473684
71,Manchester City,2009/2010,2.1578947368421053,1.6842105263157894,1.9210526315789473
72,Manchester City,2010/2011,1.7894736842105263,1.368421052631579,1.5789473684210527
73,Manchester City,2011/2012,2.8947368421052633,2.0,2.447368421052632
74,Manchester City,2012/2013,2.1578947368421053,1.3157894736842106,1.736842105263158
75,Manchester City,2013/2014,3.3157894736842106,2.0526315789473686,2.6842105263157894
76,Manchester City,2014/2015,2.3157894736842106,2.0526315789473686,2.1842105263157894
77,Manchester City,2015/2016,2.473684210526316,1.263157894736842,1.868421052631579
78,Manchester United,2008/2009,2.263157894736842,1.3157894736842106,1.7894736842105263
79,Manchester United,2009/2010,2.736842105263158,1.7894736842105263,2.263157894736842
80,Manchester United,2010/2011,2.5789473684210527,1.5263157894736843,2.0526315789473686
81,Manchester United,2011/2012,2.736842105263158,1.9473684210526316,2.3421052631578947
82,Manchester United,2012/2013,2.3684210526315788,2.1578947368421053,2.263157894736842
83,Manchester United,2013/2014,1.5263157894736843,1.8421052631578947,1.6842105263157894
84,Manchester United,2014/2015,2.1578947368421053,1.105263157894737,1.6315789473684212
85,Manchester United,2015/2016,1.4210526315789473,1.1578947368421053,1.2894736842105263
86,Middlesbrough,2008/2009,0.9444444444444444,0.5555555555555556,0.75
87,Newcastle United,2008/2009,1.263157894736842,0.8421052631578947,1.0526315789473684
88,Newcastle United,2010/2011,2.1578947368421053,0.7894736842105263,1.473684210526316
89,Newcastle United,2011/2012,1.5263157894736843,1.4210526315789473,1.473684210526316
90,Newcastle United,2012/2013,1.263157894736842,1.105263157894737,1.1842105263157894
91,Newcastle United,2013/2014,1.2105263157894737,1.0526315789473684,1.131578947368421
92,Newcastle United,2014/2015,1.368421052631579,0.7368421052631579,1.0526315789473684
93,Newcastle United,2015/2016,1.6842105263157894,0.631578947368421,1.1578947368421053
94,Norwich City,2011/2012,1.4736842105263157,1.263157894736842,1.3684210526315788
95,Norwich City,2012/2013,1.3157894736842106,0.8421052631578947,1.0789473684210527
96,Norwich City,2013/2014,0.8947368421052632,0.5789473684210527,0.736842105263158
97,Norwich City,2015/2016,1.368421052631579,0.6842105263157895,1.0263157894736843
98,Portsmouth,2008/2009,1.3333333333333333,0.631578947368421,0.9824561403508771
99,Portsmouth,2009/2010,1.263157894736842,0.5263157894736842,0.894736842105263
100,Queens Park Rangers,2011/2012,1.263157894736842,1.0,1.131578947368421
101,Queens Park Rangers,2012/2013,0.6842105263157895,0.8947368421052632,0.7894736842105263
102,Queens Park Rangers,2014/2015,1.2105263157894737,1.0,1.1052631578947367
103,Reading,2012/2013,1.2105263157894737,1.0526315789473684,1.131578947368421
104,Southampton,2012/2013,1.368421052631579,1.2105263157894737,1.2894736842105263
105,Southampton,2013/2014,1.6842105263157894,1.1578947368421053,1.4210526315789473
106,Southampton,2014/2015,1.9473684210526316,0.8947368421052632,1.4210526315789473
107,Southampton,2015/2016,2.0526315789473686,1.0526315789473684,1.5526315789473686
108,Stoke City,2008/2009,1.1578947368421053,0.8421052631578947,1.0
109,Stoke City,2009/2010,1.263157894736842,0.5263157894736842,0.894736842105263
110,Stoke City,2010/2011,1.631578947368421,0.7894736842105263,1.2105263157894737
111,Stoke City,2011/2012,1.3157894736842106,0.5789473684210527,0.9473684210526316
112,Stoke City,2012/2013,1.105263157894737,0.6842105263157895,0.8947368421052633
113,Stoke City,2013/2014,1.4210526315789473,0.9473684210526315,1.1842105263157894
114,Stoke City,2014/2015,1.6842105263157894,0.8421052631578947,1.263157894736842
115,Stoke City,2015/2016,1.1578947368421053,1.0,1.0789473684210527
116,Sunderland,2008/2009,1.105263157894737,0.6842105263157895,0.8947368421052633
117,Sunderland,2009/2010,1.6842105263157894,0.8421052631578947,1.263157894736842
118,Sunderland,2010/2011,1.3157894736842106,1.0526315789473684,1.1842105263157894
119,Sunderland,2011/2012,1.368421052631579,1.0,1.1842105263157894
120,Sunderland,2012/2013,1.0526315789473684,1.105263157894737,1.0789473684210527
121,Sunderland,2013/2014,1.105263157894737,1.0526315789473684,1.0789473684210527
122,Sunderland,2014/2015,0.8421052631578947,0.7894736842105263,0.8157894736842105
123,Sunderland,2015/2016,1.2105263157894737,1.3157894736842106,1.263157894736842
124,Swansea City,2011/2012,1.4210526315789473,0.8947368421052632,1.1578947368421053
125,Swansea City,2012/2013,1.4736842105263157,1.0,1.236842105263158
126,Swansea City,2013/2014,1.736842105263158,1.105263157894737,1.4210526315789473
127,Swansea City,2014/2015,1.4210526315789473,1.0,1.2105263157894737
128,Swansea City,2015/2016,1.0526315789473684,1.1578947368421053,1.1052631578947367
129,Tottenham Hotspur,2008/2009,1.105263157894737,1.263157894736842,1.1842105263157894
130,Tottenham Hotspur,2009/2010,2.1052631578947367,1.4210526315789473,1.763157894736842
131,Tottenham Hotspur,2010/2011,1.5789473684210527,1.3157894736842106,1.4473684210526316
132,Tottenham Hotspur,2011/2012,2.0526315789473686,1.4210526315789473,1.736842105263158
133,Tottenham Hotspur,2012/2013,1.5263157894736843,1.9473684210526316,1.736842105263158
134,Tottenham Hotspur,2013/2014,1.5789473684210527,1.3157894736842106,1.4473684210526316
135,Tottenham Hotspur,2014/2015,1.631578947368421,1.4210526315789473,1.526315789473684
136,Tottenham Hotspur,2015/2016,1.8421052631578947,1.7894736842105263,1.8157894736842106
137,Watford,2015/2016,1.0526315789473684,1.0526315789473684,1.0526315789473684
138,West Bromwich Albion,2008/2009,1.368421052631579,0.5,0.9342105263157895
139,West Bromwich Albion,2010/2011,1.5789473684210527,1.368421052631579,1.473684210526316
140,West Bromwich Albion,2011/2012,1.105263157894737,1.263157894736842,1.1842105263157894
141,West Bromwich Albion,2012/2013,1.6842105263157894,1.105263157894737,1.3947368421052633
142,West Bromwich Albion,2013/2014,1.263157894736842,1.0,1.131578947368421
143,West Bromwich Albion,2014/2015,1.263157894736842,0.7368421052631579,1.0
144,West Bromwich Albion,2015/2016,1.0526315789473684,0.7368421052631579,0.894736842105263
145,West Ham United,2008/2009,1.2105263157894737,1.0,1.1052631578947367
146,West Ham United,2009/2010,1.5789473684210527,0.8947368421052632,1.236842105263158
147,West Ham United,2010/2011,1.263157894736842,1.0,1.131578947368421
148,West Ham United,2012/2013,1.7894736842105263,0.5789473684210527,1.1842105263157894
149,West Ham United,2013/2014,1.3157894736842106,0.7894736842105263,1.0526315789473686
150,West Ham United,2014/2015,1.3157894736842106,1.0,1.1578947368421053
151,West Ham United,2015/2016,1.7894736842105263,1.631578947368421,1.7105263157894737
152,Wigan Athletic,2008/2009,0.8947368421052632,0.8947368421052632,0.8947368421052632
153,Wigan Athletic,2009/2010,1.0,0.9473684210526315,0.9736842105263157
154,Wigan Athletic,2010/2011,1.1578947368421053,0.9473684210526315,1.0526315789473684
155,Wigan Athletic,2011/2012,1.1578947368421053,1.0526315789473684,1.1052631578947367
156,Wigan Athletic,2012/2013,1.368421052631579,1.105263157894737,1.236842105263158
157,Wolverhampton Wanderers,2009/2010,0.6842105263157895,1.0,0.8421052631578947
158,Wolverhampton Wanderers,2010/2011,1.5789473684210527,0.8421052631578947,1.2105263157894737
159,Wolverhampton Wanderers,2011/2012,1.0,1.105263157894737,1.0526315789473686
